CID,IsomericSMILES,Descriptors,MolecularWeight,Descriptor Count
49,CC(C)C(=O)C(=O)O,fruity,116.047344116,1
58,CCC(=O)C(=O)O,savory,102.031694052,1
70,CC(C)CC(=O)C(=O)O,fruity,130.06299418,1
98,C(C(=O)C(=O)O)S,savory,119.988114988,1
107,C1=CC=C(C=C1)CCC(=O)O,savory;spices;animal;flower,150.06807956,4
119,C(CC(=O)O)CN,savory,103.063328528,1
125,C1=CC(=CC=C1CO)O,savory;fruity,124.052429496,2
126,C1=CC(=CC=C1C=O)O,savory;aquatic;herbal,122.036779432,3
129,CC(C)CCC=O,savory;herbal;fruity,100.088815004,3
135,C1=CC(=CC=C1C(=O)O)O,savory,138.031694052,1
174,C(CO)O,animal,62.036779432,1
176,CC(=O)O,savory,60.021129368,1
177,CC=O,alcohol;savory;animal;aquatic;fruity,44.026214748,5
179,CC(C(=O)C)O,savory;fruity,88.052429496,2
180,CC(=O)C,aquatic;fruity,58.041864812,2
196,C(CCC(=O)O)CC(=O)O,herbal,146.0579088,1
240,C1=CC=C(C=C1)C=O,savory;fruity,106.041864812,2
241,C1=CC=CC=C1,savory,78.046950192,1
243,C1=CC=C(C=C1)C(=O)O,savory;herbal,122.036779432,2
244,C1=CC=C(C=C1)CO,savory;fruity;flower,108.057514876,3
261,CCCC=O,savory;animal;fruity;green,72.057514876,4
262,CC(C(C)O)O,savory;fruity,90.06807956,2
263,CCCCO,alcohol;savory;fruity,74.07316494,3
264,CCCC(=O)O,savory;fruity,88.052429496,2
284,C(=O)O,savory;fruity,46.005479304,2
289,C1=CC=C(C(=C1)O)O,savory,110.036779432,1
307,C1=CC=C(C=C1)C=CC=O,savory;spices,132.057514876,2
308,C1=CC=C(C=C1)C=CCO,savory;flower;spices;green,134.07316494,4
309,C(C(=CC(=O)O)C(=O)O)C(=O)O,savory;animal,174.016437912,2
323,C1=CC=C2C(=C1)C=CC(=O)O2,savory;herbal;green,146.036779432,3
325,CC(C)C1=CC=C(C=C1)CO,herbal,150.104465068,1
326,CC(C)C1=CC=C(C=C1)C=O,savory;herbal;animal;green,148.088815004,4
332,COC1=C(C=CC(=C1)C=C)O,savory;spices,150.06807956,2
335,CC1=CC=CC=C1O,herbal;animal;flower,108.057514876,3
338,C1=CC=C(C(=C1)C(=O)O)O,savory,138.031694052,1
379,CCCCCCCC(=O)O,savory;animal;fruity,144.115029752,3
402,S,savory,33.987721064,1
441,CC(CC(=O)O)O,savory;fruity,104.047344116,2
454,CCCCCCCC=O,savory;aquatic;herbal;fruity;green,128.120115132,5
460,COC1=CC=CC=C1O,savory,124.052429496,1
473,CSCCC(=O)C(=O)O,savory,148.019415116,1
525,C(C(C(=O)O)O)C(=O)O,savory,134.021523292,1
527,CCC=O,alcohol;savory;aquatic;earthy;fruity;green,58.041864812,6
563,CSCCC(=O)O,savory;fruity;green,120.024500496,3
568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,flower,168.057514876,1
612,CC(C(=O)O)O,savory,90.031694052,1
650,CC(=O)C(=O)C,savory,86.036779432,1
660,C1CC(=O)OC2=CC=CC=C21,savory;spices;herbal;fruity,148.052429496,4
670,C(C(=O)CO)O,herbal;fruity,90.031694052,2
679,CS(=O)C,savory,78.013935812,1
701,CCOC(=O)C(C)C(=O)C,alcohol;fruity;green,144.078644244,3
702,CCO,alcohol;aquatic,46.041864812,2
768,C#N,savory,27.010899032,1
784,OO,aquatic,34.005479304,1
798,C1=CC=C2C(=C1)C=CN2,savory;animal;flower,117.057849224,3
875,C(C(C(=O)O)O)(C(=O)O)O,savory,150.016437912,1
876,CSCCC(C(=O)O)N,savory,149.051049592,1
878,CS,savory,48.003371128,1
880,CC(=O)C=O,alcohol;savory;aquatic,72.021129368,3
887,CO,alcohol;aquatic,32.026214748,2
931,C1=CC=C2C=CC=CC2=C1,herbal,128.062600256,1
957,CCCCCCCCO,savory;green;aquatic;fruity;flower,130.135765196,5
964,C(C(=O)C(=O)O)O,savory;green,104.010958608,2
984,CCCCCCCCCCCCCCCC=O,fruity;flower,240.245315644,2
985,CCCCCCCCCCCCCCCC(=O)O,green,256.240230264,1
989,CC1(COC(=O)C1O)C,savory,130.06299418,1
994,C1=CC=C(C=C1)CC(C(=O)O)N,savory,165.078978592,1
997,C1=CC=C(C=C1)CC(=O)C(=O)O,savory;green,164.047344116,2
998,C1=CC=C(C=C1)CC=O,savory;green;earthy;fruity;flower,120.057514876,5
999,C1=CC=C(C=C1)CC(=O)O,savory;herbal;animal;flower,136.052429496,4
1031,CCCO,alcohol;savory;animal;fruity,60.057514876,4
1032,CCC(=O)O,savory,74.036779432,1
1045,C(CCN)CN,animal,88.10004838399999,1
1049,C1=CC=NC=C1,savory,79.04219916,1
1060,CC(=O)C(=O)O,savory,88.016043988,1
1068,CSC,savory;fruity;green,62.019021192,3
1103,C(CCNCCCN)CNCCCN,herbal;fruity,202.215746832,2
1115,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,savory,342.11621152399994,1
1127,C1CCSC1,savory,88.034671256,1
1133,C(C(=O)O)S,savory,91.993200368,1
1136,CC1=C(SC=N1)CCO,savory,143.040484908,1
1146,CN(C)C,savory;fruity,59.073499288,2
1183,COC1=C(C=CC(=C1)C=O)O,savory,152.047344116,1
1213,CC1CCCC2(C1(CCCC2)O)C,aquatic;fruity;earthy,182.167065324,3
1254,CC1CCC(C(C1)O)C(C)C,aquatic;herbal;animal,156.15141526,3
1567,C(CS)O,savory,78.013935812,1
2214,CC(=O)C1=CC(=C(C=C1)O)OC,savory,166.06299418,1
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,herbal;fruity;flower,212.083729624,3
2346,C1=CC=C(C=C1)CN=C=S,savory;herbal;green,149.029920224,3
2537,CC1(C2CCC1(C(=O)C2)C)C,aquatic;herbal;green,152.120115132,3
2682,CCCCCCCCCCCCCCCCO,fruity;flower,242.260965708,2
2758,CC1(C2CCC(O1)(CC2)C)C,aquatic;herbal,154.135765196,2
2879,CC1=CC=C(C=C1)O,savory;green;animal;flower,108.057514876,4
2969,CCCCCCCCCC(=O)O,savory;fruity,172.14632988,2
3080,C(C(CS)S)O,savory,124.001656876,1
3102,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,aquatic;herbal;flower,182.07316494,3
3283,CCOCC,aquatic,74.07316494,1
3314,COC1=C(C=CC(=C1)CC=C)O,savory;spices;flower,164.083729624,3
3327,CC(=CCCC(=CCCC(=CCO)C)C)C,flower;aquatic;green,222.198365452,3
3338,CCCCC(C1=CC=CC=C1)O,flower;herbal;fruity;green,164.120115132,4
3485,C(CC=O)CC=O,fruity;green,100.052429496,2
3611,CC(C)C1=CC(=O)C(=CC=C1)O,green,164.083729624,1
3776,CC(C)O,alcohol;aquatic;animal,60.057514876,3
3893,CCCCCCCCCCCC(=O)O,aquatic;fruity;flower,200.177630008,3
4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,savory,330.036066958,1
4133,COC(=O)C1=CC=CC=C1O,herbal;fruity;earthy,152.047344116,3
4458,CC(=CCCC(=CCO)C)C,flower,154.135765196,1
4650,C1=CC(=O)C=CC1=O,savory,108.021129368,1
4775,C1=CC=C(C=C1)CCCC(=O)O,savory;flower,164.083729624,2
5054,C1=CC(=CC(=C1)O)O,savory;animal;fruity,110.036779432,3
5144,C=CCC1=CC2=C(C=C1)OCO2,spices;flower,162.06807956,2
5146,C1=CC=C(C(=C1)CO)O,fruity,124.052429496,1
5541,CC(=O)OCC(COC(=O)C)OC(=O)C,savory;aquatic;fruity,218.079038168,3
5610,C1=CC(=CC=C1CCN)O,savory;fruity,137.084063972,2
5634,C=CCCCCCCCCC(=O)O,savory;fruity,184.14632988,2
5862,C([C@@H](C(=O)O)N)S,savory,121.019749464,1
5961,C(CC(=O)N)[C@@H](C(=O)O)N,savory,146.06914218,1
5971,C=CCN=C=S,savory,99.01427016,1
5988,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,savory,342.11621152399994,1
6027,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,savory,150.05282342,1
6050,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,savory;fruity,302.172938552,2
6054,C1=CC=C(C=C1)CCO,savory;aquatic;earthy;flower;green,122.07316494,5
6137,CSCC[C@@H](C(=O)O)N,savory,149.051049592,1
6140,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,savory,165.078978592,1
6184,CCCCCC=O,savory;aquatic;fruity;green,100.088815004,4
6213,CS(=O)(=O)C,savory,94.008850432,1
6255,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,savory;fruity,342.11621152399994,2
6268,C(C(C(=O)O)S)C(=O)O,savory,149.998679672,1
6276,CCCCCO,alcohol;savory,88.088815004,2
6288,C[C@H]([C@@H](C(=O)O)N)O,savory,119.058243148,1
6329,CN,savory;fruity,31.04219916,2
6341,CCN,savory;fruity,45.057849224,2
6342,CC#N,savory,41.026549096,1
6343,CCS,savory;fruity,62.019021192,2
6348,C(=S)=S,savory;aquatic;herbal;green,75.944142,4
6354,C1CO1,aquatic;fruity,44.026214748,2
6363,CC(C)N,savory,59.073499288,1
6364,CC(C)S,savory;fruity,76.034671256,2
6378,CC1CO1,alcohol;aquatic,58.041864812,2
6386,CC(C)(C)O,savory;aquatic;herbal;animal,74.07316494,4
6387,CC(C)(C)S,savory;fruity,90.05032132,2
6405,CCC(C)(C)O,alcohol;savory;aquatic;herbal,88.088815004,4
6416,CC(=O)C(C)(C)C,aquatic;herbal,100.088815004,2
6417,CC(C)(C)C(=O)O,savory,102.06807956,1
6425,CC(C)(C(C)(C)O)O,savory;aquatic;herbal;earthy,118.099379688,4
6448,CC(=O)OC1CC2CCC1(C2(C)C)C,herbal;woody,196.14632988,2
6482,C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,earthy;green,264.208930136,2
6493,CCC(C)(CC)O,savory;herbal;earthy;fruity;green,102.104465068,5
6495,CC(C)(OC)OC,aquatic,104.083729624,1
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,savory;aquatic;fruity;flower,206.094294308,4
6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,alcohol;herbal;fruity,402.225368048,3
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,alcohol;fruity,276.12090298000004,2
6507,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)O,herbal,360.214803364,1
6514,C(CS)C(=O)O,savory,106.008850432,1
6532,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,herbal;fruity;flower,224.177630008,3
6533,CC(=CCCC(C)(C=C)OC(=O)C=CC1=CC=CC=C1)C,herbal;flower,284.177630008,2
6544,CC1=CC(=O)CC(C1)(C)C,savory;animal;aquatic;herbal;fruity;green,138.104465068,6
6548,CCC(C)(CCCC(C)C)O,aquatic;green;fruity;flower,158.167065324,4
6549,CC(=CCCC(C)(C=C)O)C,aquatic;herbal;flower;fruity;green,154.135765196,5
6558,CC(C)CN,savory;fruity,73.08914935199999,2
6560,CC(C)CO,alcohol;savory;aquatic;animal,74.07316494,4
6561,CC(C)C=O,savory;green;aquatic;fruity;flower,72.057514876,5
6562,CC(=C)C=O,flower;herbal;fruity;green,70.041864812,4
6568,CCC(C)O,alcohol;savory;fruity,74.07316494,3
6569,CCC(=O)C,aquatic;herbal;fruity,72.057514876,3
6570,CC(=O)C=C,aquatic,70.041864812,1
6584,CC(=O)OC,alcohol;aquatic;fruity,74.036779432,3
6590,CC(C)C(=O)O,savory;fruity,88.052429496,2
6612,CC1=CCCC(C1C=CC(=O)CCC=C)(C)C,flower;fruity;green,232.182715388,3
6616,CC1(C2CCC(C2)C1=C)C,woody;aquatic;herbal;fruity;green,136.125200512,5
6631,CC1CCC(CC1)C(C)(C)OC(=O)C,woody;aquatic;herbal;fruity;flower,198.161979944,5
6632,CC1CCC(C=C1)(C(C)C)OC(=O)C,fruity;herbal;woody;flower,196.14632988,4
6651,CC1(CCC(CC1)C(C)(C)O)O,spices;herbal;woody,172.14632988,3
6652,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,aquatic;green;flower,204.15141526,3
6653,CCOC(=O)C(C)(C)O,herbal;green,132.078644244,2
6654,CC1=CCC2CC1C2(C)C,aquatic;herbal;woody;earthy,136.125200512,4
6657,CCC(C(=O)O)N,savory,103.063328528,1
6658,CC(=C)C(=O)OC,savory;fruity,100.052429496,2
6660,CC1=C(C(=O)CC1)O,savory;spices,112.052429496,2
6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,animal;flower,294.121571676,2
6736,CC1=CNC2=CC=CC=C12,animal;fruity;flower,131.073499288,3
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],animal;flower,268.10592161200003,2
6818,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCCCC,fruity,334.21440944,1
6826,CNC1=CC=CC=C1C(=O)OC,alcohol;animal;fruity;flower,165.078978592,4
6835,COC1=CC=CC=C1C2=CC=CC=C2,flower;fruity;green,184.088815004,3
6873,CC(C)COC(=O)C1=CC=CC=C1O,herbal;flower,194.094294308,2
6874,CC(C)CCOC(=O)C1=CC=CC=C1O,green;aquatic;herbal;earthy;flower,208.109944372,5
6877,CCOC(=O)C1=CC=CC=C1N,flower;fruity;green,165.078978592,3
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,fruity;flower,253.11027872,2
6885,C1C2=CC=CC=C2C(=O)O1,savory;spices;herbal;fruity,134.036779432,4
6915,CCC(CC)C(=O)O,savory;fruity;earthy,116.083729624,3
6920,CC(=O)C1=CC=CS1,savory,126.013935812,1
6930,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,animal,258.198365452,1
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,savory;animal,164.120115132,2
6943,CC(C)C1=CC=CC=C1O,savory;animal,136.088815004,2
6944,CC1=CC=CC=C1[N+](=O)[O-],savory;herbal,137.047678464,2
6985,CC1=CC(=C(C=C1)C(=O)C)C,spices;herbal;flower,148.088815004,3
6986,CC1CCC(C(=O)C1)C(C)C,aquatic;herbal,154.135765196,2
6987,CC1=CC(=O)C(CC1)C(C)C,aquatic;herbal;fruity,152.120115132,3
6988,CC1CCC(=C(C)C)C(=O)C1,herbal;green,152.120115132,2
6989,CC1=CC(=C(C=C1)C(C)C)O,savory;herbal;green,150.104465068,3
6997,CCC1=CC=CC=C1O,savory,122.07316494,1
6998,C1=CC=C(C(=C1)C=O)O,savory;aquatic;herbal;flower;spices,122.036779432,5
7002,CC1=CC=CC2=CC=CC=C12,earthy;herbal;animal;green,142.07825032,4
7012,CCC(C1=CC=CC=C1)C(=O)O,savory;flower,164.083729624,2
7016,C1CCC(CC1)C2CCCCC2=O,aquatic;herbal;flower,180.15141526,3
7017,C1=CC=C(C=C1)C2=CC=CC=C2O,savory,170.07316494,1
7037,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,flower;animal;green,184.088815004,3
7041,COC1=C(C(=CC=C1)OC)O,savory,154.06299418,1
7043,COC1=CC=CC=C1OC,savory;animal;earthy,138.06807956,3
7045,C1=CC=C2C(=C1)N=CC=N2,savory,130.053098192,1
7047,C1=CC=C2C(=C1)C=CC=N2,spices;herbal;animal;earthy,129.057849224,4
7055,CC1=CC2=CC=CC=C2C=C1,flower,142.07825032,1
7058,C1=CC=C2C=C(C=CC2=C1)S,savory,160.034671256,1
7059,CC1=CC2=C(C=C1)N=CC=C2,herbal;animal;flower,143.073499288,3
7060,CC1=NC2=CC=CC=C2C=C1,herbal,143.073499288,1
7092,CC1=CC2=C(C=C1)OC(=O)C=C2,savory;herbal;earthy;fruity;flower;spices,160.052429496,6
7095,C1=CC=C(C=C1)C2=CC=CC=C2,savory;aquatic;green;flower,154.07825032,4
7118,COC1=C(C=C(C=C1)CO)OC,savory,168.078644244,1
7119,COC1=CC2=CC=CC=C2C=C1,fruity;flower,158.07316494,2
7122,CC(=O)C1=CC2=CC=CC=C2C=C1,savory;fruity;flower,170.07316494,3
7127,COC1=C(C=C(C=C1)CC=C)OC,savory;animal;aquatic;herbal;earthy;flower;spices,178.099379688,7
7128,CC=CC1=CC(=C(C=C1)OC)OC,savory;spices;herbal;flower,178.099379688,4
7129,CCOC1=CC2=CC=CC=C2C=C1,fruity;flower,172.088815004,2
7130,CC(C)CC1=NC2=CC=CC=C2C=C1,earthy;herbal;animal;green,185.12044948,4
7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,green;aquatic;earthy;fruity;flower;spices,206.094294308,6
7137,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,spices;flower,206.094294308,2
7144,CC1=CC(=C(C=C1)O)OC,savory;spices;flower,138.06807956,3
7146,CC(C=O)C1=CC=CC=C1,savory;aquatic;earthy;flower;fruity;green,134.07316494,6
7147,CCC(C1=CC=CC=C1)O,flower,136.088815004,1
7148,CCC(=O)C1=CC=CC=C1,herbal;fruity;flower,134.07316494,3
7149,C1=CC=C(C=C1)C(CO)O,flower,138.06807956,1
7150,COC(=O)C1=CC=CC=C1,savory;herbal;fruity;flower,136.052429496,4
7151,COC(=O)C1=CN=CC=C1,herbal,137.047678464,1
7165,CCOC(=O)C1=CC=CC=C1,animal;herbal;flower;fruity;green,150.06807956,5
7166,CC(=O)CC(=O)C1=CC=CC=C1,savory;fruity,162.06807956,2
7169,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,flower;aquatic;fruity;green,198.06807956,4
7170,CCOC(=O)CC(=O)C1=CC=CC=C1,alcohol;savory;fruity,192.078644244,3
7175,CCCOC(=O)C1=CC=C(C=C1)O,savory;fruity,180.078644244,2
7184,CCCCOC(=O)C1=CC=C(C=C1)O,savory;fruity,194.094294308,2
7189,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,herbal;flower,208.088815004,2
7193,CC(C)CCOC(=O)C1=CC=CC=C1,fruity;green,192.115029752,2
7194,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,savory;green;flower,226.099379688,3
7196,C1OC2=C(O1)C=C(C=C2)C(=O)O,animal,166.026608672,1
7197,CCCC1=CC2=C(C=C1)OCO2,flower,164.083729624,1
7219,C1C=CC2=CC=CC=C21,animal,116.062600256,1
7221,C1=CC=C2C(=C1)C=CS2,savory;earthy,134.019021192,2
7222,C1=CC=C2C(=C1)N=CS2,savory,135.01427016,1
7224,CC1=CC2=CC=CC=C2N1,animal,131.073499288,1
7225,CC1=NC2=CC=CC=C2O1,savory;herbal;flower,133.052763844,3
7237,CC1=CC=CC=C1C,flower,106.07825032,1
7249,CC1=C(C=C(C=C1)O)C,savory;earthy,122.07316494,2
7267,CC1=CC(=C(C=C1)C)O,savory,122.07316494,1
7268,CCOC(=O)C(=O)OCC,alcohol;savory;animal;herbal;fruity,146.0579088,5
7275,CC1C(O1)C2CCC3(C(C2)O3)C,herbal,168.115029752,1
7284,CCC(C)C=O,alcohol;savory;animal;fruity;green,86.07316494,5
7288,CCC(=O)CC,savory;aquatic;fruity,86.07316494,3
7294,COC(=O)C=C,herbal,86.036779432,1
7298,C1CCC(C1)O,alcohol;savory;aquatic,86.07316494,3
7301,CC1CCCO1,herbal,86.07316494,1
7302,C1CC(=O)OC1,savory,86.036779432,1
7304,CN1C=CC=C1,savory;herbal;animal,81.057849224,3
7334,CCOC(=O)C1C(C1(C)C)C=C(C)C,alcohol;green;aquatic;herbal;flower,196.14632988,5
7335,CC1=CCC(CC1OC(=O)C)C(=C)C,alcohol;savory;aquatic;herbal;fruity;green,194.130679816,6
7336,CCC(=O)OC1CC(CC=C1C)C(=C)C,herbal;fruity,208.14632988,2
7341,CCCC(C)C(=O)O,savory;herbal,116.083729624,2
7342,CCOC(=O)C(C)C,alcohol;aquatic;fruity,116.083729624,3
7343,CCOC(=O)C(=C)C,herbal;fruity,114.06807956,2
7344,CCOC(=O)C(C)O,alcohol;savory;aquatic;fruity,118.06299418,4
7351,CC(C)COC(=O)C(C)C,alcohol;aquatic;fruity,144.115029752,3
7352,CC(C)COC(=O)C(=C)C,herbal,142.099379688,1
7353,CCCCOC(=O)C(C)C,savory;fruity;green,144.115029752,3
7354,CCCCOC(=O)C(=C)C,alcohol;aquatic;herbal;fruity,142.099379688,4
7358,CCC(CC)CO,alcohol;savory;animal,102.104465068,3
7359,CCC(CC)C=O,savory;aquatic;fruity;green,100.088815004,4
7360,C1CC(OC1)CO,savory;fruity,102.06807956,2
7361,C1=COC(=C1)CO,alcohol;savory;animal,98.036779432,3
7362,C1=COC(=C1)C=O,savory,96.021129368,1
7363,C1=COC(=C1)CS,savory,114.013935812,1
7364,C1=CSC(=C1)C=O,savory;fruity,111.998285748,2
7366,CC(C)(C)C1=CC=CC=C1,herbal;earthy,134.109550448,2
7391,CC(C)(C)C1CCC(CC1)O,earthy;herbal;animal;flower,156.15141526,4
7392,CC(C)(C)C1CCC(=O)CC1,herbal;animal;earthy,154.135765196,3
7405,C1CC(=O)N[C@@H]1C(=O)O,aquatic,129.042593084,1
7406,CC(C)C1=CC=CC=C1,green,120.093900384,1
7407,CC(=C)C1=CC=CC=C1,herbal,118.07825032,1
7409,CC(C1=CC=CC=C1)O,savory;aquatic;herbal;earthy;flower;fruity;green,122.07316494,7
7410,CC(=O)C1=CC=CC=C1,savory;animal;fruity;flower;spices,120.057514876,5
7413,C1CCC(CC1)C(=O)O,savory;aquatic;fruity,128.083729624,3
7416,C1=CC=C(C=C1)[N+](=O)[O-],savory,123.0320284,1
7438,CC1=CCC(CC1O)C(=C)C,aquatic;herbal;green,152.120115132,3
7439,CC1=CCC(CC1=O)C(=C)C,spices;herbal;flower,150.104465068,3
7455,CC1=CC=C(C=C1)C(=O)OC,spices;fruity;flower,150.06807956,3
7459,CC1CCC(CC1)C(C)C,herbal;woody,140.15650064,2
7460,CC1=CCC(C=C1)C(C)C,aquatic;herbal;fruity;green,136.125200512,4
7461,CC1=CCC(=CC1)C(C)C,aquatic;herbal;fruity;woody,136.125200512,4
7462,CC1=CC=C(CC1)C(C)C,aquatic;herbal;fruity;woody,136.125200512,4
7463,CC1=CC=C(C=C1)C(C)C,aquatic;fruity;green,134.109550448,3
7469,CC(=O)C1=CC=C(C=C1)O,herbal;fruity;flower,136.052429496,3
7476,CC(=O)C1=CC=C(C=C1)OC,savory;animal;herbal;fruity;flower;spices,150.06807956,6
7478,COC1=CC=C(C=C1)C(=O)O,animal;fruity,152.047344116,2
7499,C=CC1CCC=CC1,aquatic,108.093900384,1
7500,CCC1=CC=CC=C1,flower,106.07825032,1
7501,C=CC1=CC=CC=C1,flower,104.062600256,1
7505,C1=CC=C(C=C1)C#N,savory;fruity,103.04219916,2
7507,C1CCC(CC1)CO,herbal;animal,114.104465068,2
7509,C1=CC=C(C=C1)CS,savory;herbal;fruity,124.034671256,3
7519,COC1=CC=CC=C1,spices;aquatic;fruity;flower,108.057514876,4
7520,CSC1=CC=CC=C1,savory,124.034671256,1
7523,CCC1=CC=CC=N1,savory;green,107.073499288,2
7528,CC1(OCC(O1)CO)C,animal;fruity;earthy,132.078644244,3
7530,CC1=CC(=CC=C1)OC,savory;flower,122.07316494,2
7531,CC(C)(CC1=CC=CC=C1)O,animal;aquatic;herbal;flower;green,150.104465068,5
7557,CC(=CC1=CC=CC=C1)C=O,spices,146.07316494,1
7559,COC(=O)CC1=CC=CC=C1,savory;animal;fruity;flower,150.06807956,4
7562,C1COC(O1)CC2=CC=CC=C2,savory;flower;green,164.083729624,3
7580,C1=CC=C(C=C1)CC2=CC=CC=C2,aquatic;green;fruity;flower,168.093900384,4
7581,C1=CC=C(C=C1)CC2=CC=CC=N2,herbal;green,169.089149352,2
7583,C1=CC=C(C=C1)OC2=CC=CC=C2,aquatic;green;flower,170.07316494,3
7584,CCCCCC(=CC1=CC=CC=C1)CO,flower,204.15141526,1
7585,CCCCCCC(=CC1=CC=CC=C1)C=O,flower;aquatic;herbal;green,216.15141526,4
7590,CCOC(=O)CC1=CC=CC=C1,savory;animal;fruity;flower;spices,164.083729624,5
7593,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,savory;fruity;flower,210.104465068,3
7599,COC1=CC=C(C=C1)COC(=O)CC2=CC=CC=C2,savory;spices;fruity;flower,256.10994437200003,4
7600,CC(C)CCOC(=O)CC1=CC=CC=C1,savory;animal;fruity;flower,206.130679816,4
7601,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,savory;green;animal;flower;spices,240.115029752,5
7614,CC(C)CC(CC=C(C)C)OCC=O,fruity;flower,198.161979944,2
7616,CCCN(CCC)CCC,savory;fruity,143.167399672,2
7622,CCCCN(CCCC)CCCC,savory;animal;fruity,185.214349864,3
7632,CC(C)(CCC1=CC=CC=C1)O,aquatic;green;herbal;flower,164.120115132,4
7633,CC(=O)OC(C)(C)CCC1=CC=CC=C1,aquatic;herbal;flower;fruity;green,206.130679816,5
7635,CCCCC(CC)COC(=O)C,herbal;fruity;earthy,172.14632988,3
7643,COC(=O)CCC1=CC=CC=C1,alcohol;savory;fruity;flower;spices,164.083729624,5
7644,COC(=O)C=CC1=CC=CC=C1,spices;fruity,162.06807956,2
7646,CC(C)C(=O)OCC1=CC=CC=C1,fruity;flower,178.099379688,2
7649,CCOC(=O)C=CC1=CC=CC=C1,savory;fruity,176.083729624,2
7650,CCCC(=O)OCC1=CC=CC=C1,aquatic;fruity;flower,178.099379688,3
7651,CC(C)CC(=O)OCC1=CC=CC=C1,savory;animal;herbal;fruity;flower,192.115029752,5
7652,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,flower,238.099379688,1
7654,CC(=O)OCCC1=CC=CC=C1,savory;green;herbal;fruity;flower,164.083729624,5
7655,CC(C)C(=O)OCCC1=CC=CC=C1,savory;herbal;fruity;flower,192.115029752,4
7657,C1=CC=C(C=C1)COCC2=CC=CC=C2,savory;flower;fruity;earthy,198.104465068,4
7658,CCCC(=O)OCCC1=CC=CC=C1,flower;animal;fruity;green,192.115029752,4
7659,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2,fruity;flower,252.115029752,2
7660,CC(=O)OCC=CC1=CC=CC=C1,spices;fruity;flower,176.083729624,3
7661,CCC(=O)OCC=CC1=CC=CC=C1,flower;fruity;green,190.099379688,3
7662,CC(C)C(=O)OCCCC1=CC=CC=C1,savory;fruity,206.130679816,2
7663,CC(C)C(=O)OCC=CC1=CC=CC=C1,fruity,204.115029752,1
7664,CCCC(=O)OCC=CC1=CC=CC=C1,alcohol;spices;fruity;flower,204.115029752,4
7674,CCOC1=CC=CC=C1,spices,122.07316494,1
7678,CC(=O)CC1=CC=CC=C1,green;fruity;flower,134.07316494,3
7685,CC1=CC=C(C=C1)OC(=O)C(C)C,green;animal;fruity;flower,178.099379688,4
7687,CC(C)C1=CC=C(C=C1)C(C)CC=O,savory;green;flower,190.135765196,3
7695,CC(=O)OCC1=CC=C(C=C1)OC,savory;spices;fruity;flower,180.078644244,4
7702,CCCC1=CC=C(C=C1)OC,spices;herbal,150.104465068,2
7704,CCCCC1CCC(=O)O1,savory;spices;fruity,142.099379688,3
7707,C1=CC=C(C=C1)CCC=O,green;aquatic;earthy;fruity;flower,134.07316494,5
7708,C1=CC=C(C=C1)COC=O,savory;green;aquatic;herbal;earthy;fruity;flower,136.052429496,7
