CID,IsomericSMILES,Descriptors,MolecularWeight,Descriptor Count
527144,CC1=CCC(CC1)C(C)COC(=O)C,spice,196.14632988,1
529251,CCC(=O)C1=NCCC1,fish,125.084063972,1
529304,CC1(C(O1)CCC(C)(C=C)O)C,floral,170.130679816,1
529344,CC(=C)C1=CC(=NC=C1)C(=O)C,grass;green,161.084063972,2
529345,CC(C)C1=CC(=NC=C1)C(=O)C,leaf,163.099714036,1
529352,CC(=C)C1=NC=CC(=C1)C(=O)C,herb;green,161.084063972,2
538497,CC(=C)C1CCC(C=C1)(C)OO,citrus,168.115029752,1
543323,CC(CCCC(=C)C)CCO,rose,156.15141526,1
565594,CC1(C2CCC1(C(C2)C(=O)O)C)C,camphor,182.130679816,1
579675,CC1=CC(=C(O1)C(=O)C)C,sweet;balsamic,138.06807956,2
586292,CC1COC2C1CCC(=C2)C,herb,152.120115132,1
637511,C1=CC=C(C=C1)/C=C/C=O,cinnamon,132.057514876,1
637520,COC(=O)/C=C/C1=CC=CC=C1,strawberry,162.06807956,1
637563,C/C=C/C1=CC=C(C=C1)OC,anise,148.088815004,1
637564,C/C=C/C=C/C=O,citrus,96.057514876,1
637566,CC(=CCC/C(=C/CO)/C)C,rose,154.135765196,1
637759,CC(=O)/C=C/C1=CC=CC=C1,floral,146.07316494,1
638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,fruit,192.15141526,1
642376,CCC/C=C\1/C2=CC=CC=C2C(=O)O1,spice,188.083729624,1
643779,CC(=CCC/C(=C\C=O)/C)C,lemon,152.120115132,1
643820,CC(=CCC/C(=C\CO)/C)C,sweet,154.135765196,1
764139,C/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,rose,254.130679816,1
853433,C/C=C/C1=CC(=C(C=C1)O)OC,floral,164.083729624,1
876160,C/C=C/C1=CC(=C(C=C1)OC(=O)C)OC,clove,206.094294308,1
929262,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C,wood,250.193280072,1
1549025,CC(=CCC/C(=C\COC(=O)C)/C)C,floral,196.14632988,1
1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,floral,196.14632988,1
1549045,C/C=C\C1=CC(=C(C=C1)OC)OC,clove,178.099379688,1
1549107,CC(=CCC/C(=C\CC/C(=C\CO)/C)/C)C,floral,222.198365452,1
1549108,CC(=CCC/C(=C/CC/C(=C\CO)/C)/C)C,rose,222.198365452,1
1549109,CC(=CCC/C(=C\CC/C(=C/CO)/C)/C)C,floral,222.198365452,1
1549778,CC(=CCC/C(=C/CCC(=O)C)/C)C,rose,194.167065324,1
1549992,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,sweet,222.198365452,1
1550884,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,floral,216.15141526,1
1550890,C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,floral,264.115029752,1
1623625,CCCCC/C(=C\C1=CC=CC=C1)/C=O,jasmine,202.135765196,1
1712058,CCCCC/C(=C/C1=CC=CC=C1)/C=O,jasmine,202.135765196,1
1742210,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,spice,220.182715388,1
1757003,CC(=CCC/C(=C/C=C/C(=O)C)/C)C,floral,192.15141526,1
2734646,CC1=C(OC2=CC=CC=C12)C,spice,146.07316494,1
2736960,CS(=O)(=O)C1=CC=C(C=C1)CCC(=O)O,floral;honey,228.045629864,2
3033866,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,balsamic,204.187800768,1
4120025,CC1C(=NC(S1)CC(C)C)C,herb,171.108170544,1
4447651,CC(=O)OCCSC,sweet,134.04015056,1
5273465,CCCCOC(=O)/C=C/C1=CC=CC=C1,floral,204.115029752,1
5280341,CC(CC/C=C(\C)/CCC=C(C)C)CCO,fruit,224.21401551600002,1
5280435,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,floral,296.3079159,1
5280450,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,grass,280.240230264,1
5280678,C/C(=C\CCC(C)(C=C)O)/CO,citrus,170.130679816,1
5280934,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,fruit,278.2245802,1
5281167,CC/C=C\CCO,grass,100.088815004,1
5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,clove,204.187800768,1
5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,floral,204.187800768,1
5281517,CC(=CCC/C(=C/CCC(=C)C=C)/C)C,fruit,204.187800768,1
5281519,C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,rose,204.187800768,1
5281520,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,spice,204.187800768,1
5281532,C/C(=C/CCC1(C2CCC(C2)C1=C)C)/CO,sweet,220.182715388,1
5281535,C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,citrus,218.167065324,1
5281553,CC(=CC/C=C(\C)/C=C)C,grass,136.125200512,1
5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,raspberry,192.15141526,1
5282109,CC(=CCC/C(=C/COC=O)/C)C,rose,182.130679816,1
5282110,CC(=O)OC/C=C/C1=CC=CC=C1,sweet,176.083729624,1
5282707,CCC/C=C/C(=O)O,sweet,114.06807956,1
5282708,CC/C=C/CC(=O)O,sweet,114.06807956,1
5283316,CCCC/C=C/C=O,fat,112.088815004,1
5283345,CCCCCCC/C=C/C=O,citrus,154.135765196,1
5283363,CCCCCCCCCC/C=C/C=O,citrus,196.182715388,1
5284507,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,apple;rose,222.198365452,2
5312586,CCCCCC/C=C/C(=O)O,fat,156.115029752,1
5315892,C1=CC=C(C=C1)/C=C/CO,floral,134.07316494,1
5315941,C1CCC/C=C\CCCCCCCC(=O)CCC1,musk,250.22966558000002,1
5316217,CC1=COC2=C1CC([C@](C2)(C)C=C)C(=C)C,spice;fruit,216.15141526,2
5317062,CC1=COC2=C1C(=O)[C@@H]([C@](C2)(C)C=C)C(=C)C,spice,230.130679816,1
5317844,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C,balsamic,204.187800768,1
5320128,CC(=CCC/C(=C\CCC(C)(C=C)O)/C)C,rose,222.198365452,1
5320191,CC/C=C/CC/C=C/CO,vegetable,140.120115132,1
5320250,CC(=CC/C=C(/C)\C=C)C,herb,136.125200512,1
5352147,CC(=CCC/C(=C\CC(CO)C(=C)C)/C)C,lavender,222.198365452,1
5352437,CC1=CC/C(=C(\C)/CCC=C(C)C)/CC1,sweet,204.187800768,1
5352456,CCC/C=C/COC(=O)C1=CC=CC=C1,herb,204.115029752,1
5352653,CC1=CCC(CC1)/C(=C\CC=C(C)C)/C,coconut,204.187800768,1
5352696,CCCCC/C=C(\CCCC)/C=O,grass,182.167065324,1
5352899,CCC/C=C/1\C2=CC=CC=C2C(=O)O1,spice,188.083729624,1
5352905,C/C=C/C1=CC(=C(C(=C1)OC)O)OC,spice,194.094294308,1
5353001,C/C=C/C=C\CC/C=C/C(=O)NCC(C)C,sweet,221.177964356,1
5354605,CCCCC(CC)/C=C\C(=O)O,fat,170.130679816,1
5354882,CC(=CCC/C(=C\COC=O)/C)C,rose,182.130679816,1
5354883,C1=CC=C(C=C1)/C=C/COC=O,balsamic,162.06807956,1
5355152,CC/C=C\CC(=O)O,fruit,114.06807956,1
5355254,CCCC(=O)OC/C=C/C1=CC=CC=C1,floral;balsamic,204.115029752,2
5355851,CC(C)C(=O)OC/C=C/C1=CC=CC=C1,balsamic;fruit,204.115029752,2
5355856,CCCC(=O)OC/C=C(\C)/CCC=C(C)C,rose,224.177630008,1
5355858,CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,gardenia,284.177630008,1
5357002,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,rose,204.115029752,1
5357153,C1CCC(CC1)OC(=O)/C=C/C2=CC=CC=C2,almond,230.130679816,1
5362572,CC1=NC=CC(=N1)C(=O)C,meat;burnt,136.063662876,2
5362584,CCC1N=C(C(S1)C)C,sweet;rose,143.076870416,2
5362889,CC(=CCC/C(=C/C/C=C(/C)\C=C)/C)C,grass,204.187800768,1
5363233,CCCCCC/C=C/C(=O)C,jasmine,154.135765196,1
5364578,CCC/C=C/C(=O)C,grass,112.088815004,1
5364729,C/C=C(\C)/C(=O)OCC=C,berry;green;fruit,140.083729624,3
5365622,CCCC/C=C\CCCCO,fruit,156.15141526,1
5365703,C1CCCCOC(=O)CCCCC/C=C\CCC1,musk,252.208930136,1
5365794,CCOC(/C=C(\C)/CCC=C(C)C)OCC,herb,226.193280072,1
5365872,CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,pine;apple,290.260965708,2
5365890,CC(=CCC/C(=C/CC/C(=C\C=O)/C)/C)C,mint,220.182715388,1
5365891,CCCCC(=O)/C=C/C,floral,126.104465068,1
5365916,C/C=C/C(=O)C1C(C=CCC1(C)C)C,balsamic,192.15141526,1
5365976,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,wood,232.182715388,1
5365992,CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,pine;apple,252.208930136,2
5366074,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,apple,190.135765196,1
5366077,C/C=C/C(=O)C1C(=CCCC1(C)C)C,balsamic,192.15141526,1
5367530,CCCCCCC/C=C/C=C/C=O,spice,180.15141526,1
5367665,CCCCCCCC/C=C/CCCCCCCCO,fat,268.276615772,1
5367698,CC/C=C\CCOC(=O)CC1=CC=CC=C1,banana,218.130679816,1
5367706,CC/C=C\CCOC(=O)C1=CC=CC=C1,earthy;wood,204.115029752,2
5367785,C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,floral,236.177630008,1
5367806,C/C=C(\C)/C(=O)OCC(C)C,fruit,156.115029752,1
5368491,CCCCC/C(=C\C1=CC=CC=C1)/CO,floral,204.15141526,1
5368821,C/C=C(\C)/C=C/C=C(C)C,grass,136.125200512,1
5369459,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2,rose,252.115029752,1
5370602,CC(C)C/C=C(/C=O)\C1=CC=CC=C1,cocoa,188.120115132,1
5370646,C/C(=C\C1=CC=CC=C1)/C(=O)C,camphor,160.088815004,1
5373727,C/C/1=C/CCC(=C)/C=C\C(CC1)C(C)C,rose,204.187800768,1
5373819,COC1=CC=CC(=C1)/C=C/C=O,floral,162.06807956,1
5374527,C/C=C/C(=O)C1=C(CCCC1(C)C)C,tea,192.15141526,1
5375218,CCC(=O)/C=C/C1=C(CCCC1(C)C)C,floral,206.167065324,1
5385520,CCCC/C(=C\C1=CC=CC=C1)/C=O,floral,188.120115132,1
5463840,C1=CC=C(C=C1)/C=C(/C(CO)O)\O,almond,180.078644244,1
5463906,CCCCCCC/C=C/C(=O)OCCCC,floral,226.193280072,1
5463910,CCC(C)CCCC(C)C=O,sweet;fruit,156.15141526,2
5463911,CCOC(CC(C)CCCC(C)(C)O)OCC,floral,246.21949482000002,1
5463946,CCCC/C(=C\C)/C=O,roast,126.104465068,1
5705112,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2,spice,238.099379688,1
6005821,CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,floral;jasmine,248.177630008,2
6086514,CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,rose,224.177630008,1
6284401,C1COC(O1)/C=C/C2=CC=CC=C2,cinnamon,176.083729624,1
6365572,CC(=CCC/C(=C/CS)/C)C,orange,170.112921576,1
6427475,CC1CCC2C1C=C(CC=C2C)C(C)C,spice,204.187800768,1
6428461,CC1=CCC(=CC1)C(C)CCC=C(C)C,herb,204.187800768,1
6428553,CCCCC/C=C/C=C\C=O,fat,152.120115132,1
6428929,CC(=O)C(CC1=CC=CC=C1)O,fruit,164.083729624,1
6429077,C[C@H]1CC[C@H](C2=C1C=CC(=C2)C)C(C)C,spice,202.172150704,1
6429375,C/C/1=C\CC[C@@](/C=C/[C@@H](CC1)C(C)C)(C)O,raspberry,222.198365452,1
6430754,CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O,sweet,222.198365452,1
6431475,C[C@@]1(CC[C@@H](O1)C(C)(C)O)C=C,citrus,170.130679816,1
6431477,C[C@@]1([C@H](CCC(O1)(C)C)O)C=C,citrus,170.130679816,1
6432254,C[C@]1(CC[C@H](O1)C(C)(C)O)C=C,floral,170.130679816,1
6432468,C[C@H]1CC[C@H]([C@@H](C1)O)C(C)C,mint,156.15141526,1
6432473,C[C@H]1CC[C@@H](C[C@@H]1O)C(C)C,mint,156.15141526,1
6432543,C[C@H]1CCC2C1C3C(C3(C)C)CC[C@@]2(C)O,grass,222.198365452,1
6433214,CCCC/C=C/1\C(=C(C(=O)O1)C)C,mint,180.115029752,1
6433507,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,grass,246.161979944,1
6435833,C/C=C/C=C/C(=O)OCC=C,pineapple,152.083729624,1
6436486,CCC/C=C/C(OC)OC,fruit,144.115029752,1
6438070,CC/C=C/CC1CCCC(=O)O1,jasmine,168.115029752,1
6441535,CC(=CCC/C(=C/COC/C=C(/CCC=C(C)C)\C)/C)C,balsamic,290.260965708,1
6450269,C/C(=C\CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,sweet,220.182715388,1
6552009,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,camphor,154.135765196,1
6857383,C[C@@]12CC[C@@H](C[C@@H]1O)C(O2)(C)C,mint,170.130679816,1
6857559,C/C(=C/CC[C@@]1(C2CC3C1(C3C2)C)C)/CO,sweet,220.182715388,1
6857681,C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,sweet,220.182715388,1
7058097,C[C@H]1CC[C@@H]([C@@H](C1)OC(=O)C)C(=C)C,mint,196.14632988,1
9855795,C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C,grass,204.187800768,1
10104370,CC1=CC[C@H](CC1)C(=C)CCC=C(C)C,balsamic,204.187800768,1
10398656,CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C,oil,222.198365452,1
10725569,CCCCCC1=CCC(=O)O1,milk,154.099379688,1
10726905,CC1=CCC[C@]2([C@H]1C[C@H](CC2)C(=C)C)C,sweet,204.187800768,1
10856614,CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,sweet,204.187800768,1
11196546,COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O,sweet,272.104858992,1
11276107,C[C@@H]1CC[C@H]([C@H]2[C@]13[C@@H]2[C@@](CC3)(C)O)C(C)C,mint,222.198365452,1
11572085,C[C@@H]1CC(=O)CC2[C@]1(C[C@@H](CC2)C(=C)C)C,green,220.182715388,1
11830590,CC(C)C(=O)OC(C)(C)C1=CC=CC=C1,fruit,206.130679816,1
11966264,CCCC(=O)CC(=O)[O-],sweet,129.05571772791,1
11976203,CC1CCC(C2C13C2C(CC3)(C)O)C(C)C,mint,222.198365452,1
12205936,C1=C[13CH]=C(C=C1)S,garlic,111.022376032,1
12306048,CC1=C[C@@H]2[C@@H](CC1)C(=CC[C@H]2C(C)C)C,oil,204.187800768,1
12309745,C[C@@H]1CCC=C2[C@]1(CC(CC2)C(=C)C)C,grass,204.187800768,1
12314318,CC1(C2C[C@H](C(=C)C1C2)O)C,balsamic,152.120115132,1
12315252,CC(=CCC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)C,sweet,204.187800768,1
12762300,CCCCCCCCCCC1=CC=CO1,fat,208.182715388,1
12956600,CC1=C(CC(CC1)C(=C)C)C=O,mint,164.120115132,1
13010742,CCCCC(CC=C)C(=O)O,pineapple,156.115029752,1
13428328,C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2OC=O,camphor,182.130679816,1
13918681,CC(C)[C@@H]1CC[C@](C=C1)(C)O,mint,154.135765196,1
14059042,C/C(=C\CCC1(C2CC3C1(C3C2)C)C)/C=O,sweet,218.167065324,1
14344497,CC1CCC2C(C(=O)OC2C1)C,herb,168.115029752,1
15560252,C[C@H]1CCC(=C(C)C)CC2=C1CC[C@@H]2C,balsamic,204.187800768,1
15560253,C[C@@H]1CCC(=C(C)C)CC2=C1CC[C@H]2C,balsamic,204.187800768,1
15667721,CC(C)CCSSSCCC(C)C,garlic,238.088363704,1
15983960,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)CO,grass,220.182715388,1
16204532,C1CCC(CC1)CC2=NC=CN=C2,musk,176.131348512,1
18373617,C1=CC=C(C=C1)OCO,floral;sweet,124.052429496,2
19892555,CC(C)CCOC(C=O)(C1=CC=C(C=C1)O)OCCC(C)C,fruit,308.198759376,1
20098061,C=CCCC(=O)OC1CCCCC1,peach;apricot,182.130679816,2
20831821,CC1=C(CCO1)SC(=O)C,sulfur,158.04015056,1
21149427,CC1=CC[C@H](C1(C)C)CCOC(=O)C,camphor,196.14632988,1
21289747,CC(C)CC(CCCC(=O)O)(CC(C)C)C(=O)O,bland,258.183109312,1
21651867,CCC(C(=O)C1=CC=CC=C1)C(=O)O,cherry,192.078644244,1
21885377,C=CCCCC1CCCC(=O)O1,nut,168.115029752,1
22027117,CCCC[NH-],nut,72.08187289991,1
22235151,CC(OCCOC)OCC1=CC=CC=C1,fruit,210.125594436,1
23617863,CCC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C,camphor,210.161979944,1
23623868,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,camphor,182.130679816,1
24832090,CC(C)CC(=O)O[C@@H]1CC2CC[C@]1(C2(C)C)C,camphor,238.193280072,1
24832102,C/C(=C/CC[C@@]1(C2C[C@@H]3C1(C3C2)C)C)/CO,sweet,220.182715388,1
25200724,CC1=C(C(=C(O1)C)O)O,pineapple,128.047344116,1
40488241,C[C@@H]1CC[C@@H](C[C@@H]1OC(=O)C)C(=C)C,mint,196.14632988,1
42608159,C[C@@H]1CC[C@H]([C@H]2C13[C@@H]2C(=CC3)C)C(C)C,citrus,204.187800768,1
44134911,CC=CCCCC(=O)O,rancid,128.083729624,1
44390556,C=CCC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,sweet,296.12598835999995,1
45274957,CCC1C(CCC(O1)(C)CC)C(C)C,fresh,198.198365452,1
53422473,CCCCCCOC(C)OCCC(C)C,fruit,216.208930136,1
53422899,CC(C)C=C(C)C(=O)O,sweet,128.083729624,1
53423642,C1=COC(=C1)CC2=CC(=CO2)CC3=CC=CO3,fruit,228.078644244,1
54183030,CC(=CCCC1(C2C[C@H]3C1([C@H]3C2)C)C)CO,sweet,220.182715388,1
54421029,CCCCCCCCC=CC(=O)OCCCC,fruit,240.208930136,1
56924101,CC(C)C1=CCC(C=C1)CO,mint,152.120115132,1
70678558,CC1=CC[C@H]2[C@H]3C1[C@]2(CC[C@H]3C(C)C)C,mint,204.187800768,1
71586808,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](C=C2)C(=C)C)C,citrus,216.15141526,1
71587038,C[C@@H]1CC(=O)C[C@H]2[C@]1(C[C@@H](CC2)C(=C)C)C,green,220.182715388,1
71587277,C[C@@H]1CCC2=C(C(=O)OC2=C1)C,coumarin,164.083729624,1
71587538,CCCCCC(=O)SCC=C,fruit,172.092186132,1
71587848,CCCCCC(=O)OC(C)(C)CC1=CC=CC=C1,herb,248.177630008,1
73555259,CCCCCCCC=CC(=O)OCCCC,fruit,226.193280072,1
86575103,CC1([C@@H]2CC[C@]3(C2)C(CCC3C1=C)CO)C,sweet,220.182715388,1
90797532,CC(C(=O)C1=C(C=CC(=C1)O)C=O)O,nut,194.0579088,1
90887773,CCCCCCCCCCCC(=O)OC(C(CO)OCCCCCCCCCC)O,fruit,430.36582469999996,1
91187616,CCCC(=O)C(=O)CCC(=O)CC(=O)C,sweet,212.104858992,1
91554343,CC(=C)C1C[C@@H]2[C@](O2)(C(=O)C1)C,spice,166.099379688,1
91746537,CC1CC[C@@H]2[C@H]1[C@@H]3[C@@H](C3(C)C)CCC2=C,fruit,204.187800768,1
91747196,C[C@H]1CC[C@@H]([C@@H]2C13C2C(=CC3)C)C(C)C,citrus,204.187800768,1
91748522,C[C@H]1CCCC(=C)C2C1CC(C2)C(C)(C)O,fruit,222.198365452,1
4,CC(CN)O,ammonia,75.068413908,1
176,CC(=O)O,pungent;sour,60.021129368000004,2
177,CC=O,pungent;pleasant;fruit,44.026214748,3
179,CC(C(=O)C)O,wood;buttery;bland,88.052429496,3
180,CC(=O)C,characteristic;fruit,58.041864812,2
222,N,dry;characteristic;pungent,17.026549096,3
240,C1=CC=C(C=C1)C=O,bitter;characteristic;oil;almond,106.041864812,4
243,C1=CC=C(C=C1)C(=O)O,pleasant,122.036779432,1
244,C1=CC=C(C=C1)CO,aromatic,108.057514876,1
261,CCCC=O,pungent;characteristic;aldehyde,72.057514876,3
263,CCCCO,rancid;banana;alcohol;characteristic;sweet,74.07316494,5
264,CCCC(=O)O,rancid,88.052429496,1
280,C(=O)=O,pungent,43.98982924,1
284,C(=O)O,pungent,46.005479304,1
323,C1=CC=C2C(=C1)C=CC(=O)O2,pleasant;vanilla;hay,146.036779432,3
335,CC1=CC=CC=C1O,tarry;phenol;sweet,108.057514876,3
338,C1=CC=C(C(=C1)C(=O)O)O,acid,138.031694052,1
342,CC1=CC(=CC=C1)O,phenol;tarry;sweet,108.057514876,3
356,CCCCCCCC,gasoline,114.14085057599999,1
379,CCCCCCCC(=O)O,acid;fruit,144.115029752,2
402,S,sulfur;oil,33.987721064,2
454,CCCCCCCC=O,fruit,128.120115132,1
460,COC1=CC=CC=C1O,phenol;characteristic;sweet;aromatic,124.052429496,4
527,CCC=O,characteristic;fruit;pungent,58.041864812,3
650,CC(=O)C(=O)C,buttery,86.036779432,1
660,C1CC(=O)OC2=CC=CC=C21,coumarin;hay;herb;coconut,148.052429496,4
670,C(C(=O)CO)O,characteristic,90.031694052,1
674,CNC,fish;ammonia,45.057849223999995,2
679,CS(=O)C,garlic;sulfur,78.013935812,2
702,CCO,ether;pleasant;wine,46.041864812,3
768,C#N,characteristic;sweet;bitter;almond,27.010899031999998,4
784,OO,ozone,34.005479304,1
798,C1=CC=C2C(=C1)C=CN2,characteristic;floral;pleasant;jasmine,117.057849224,4
878,CS,garlic;pungent;cabbage,48.003371128,3
880,CC(=O)C=O,pungent,72.021129368,1
887,CO,pungent;characteristic;alcohol,32.026214748,3
931,C1=CC=C2C=CC=CC2=C1,characteristic;aromatic,128.062600256,2
948,[N-]=[N+]=O,sweet;pleasant,44.00106262,2
957,CCCCCCCCO,aromatic;fresh;rose;orange,130.135765196,4
996,C1=CC=C(C=C1)O,aromatic;tarry;sweet,94.041864812,3
999,C1=CC=C(C=C1)CC(=O)O,honey;floral;sweet,136.052429496,3
1001,C1=CC=C(C=C1)CCN,fish,121.08914935199999,1
1031,CCCO,alcohol,60.057514876,1
1032,CCC(=O)O,pungent;rancid,74.036779432,2
1049,C1=CC=NC=C1,fish;burnt,79.04219916,2
1068,CSC,radish;cabbage,62.019021192,2
1115,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,characteristic;caramel,342.11621152399994,2
1119,O=S=O,pungent;characteristic,63.961900240000006,2
1130,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,characteristic,265.11175858409,1
1140,CC1=CC=CC=C1,pungent;sweet,92.062600256,2
1146,CN(C)C,pungent;fish;ammonia,59.073499287999994,3
1183,COC1=C(C=CC(=C1)C=O)O,sweet;vanilla;aromatic;pleasant,152.047344116,4
1254,CC1CCC(C(C1)O)C(C)C,cooling;menthol,156.15141526,2
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,pleasant;aromatic,212.083729624,2
2537,CC1(C2CCC1(C(=O)C2)C)C,aromatic,152.120115132,1
2758,CC1(C2CCC(O1)(CC2)C)C,camphor,154.135765196,1
2879,CC1=CC=C(C=C1)O,tarry;phenol;sweet,108.057514876,3
2969,CCCCCCCCCC(=O)O,rancid,172.14632988,1
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,aromatic,278.151809184,1
3102,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,geranium;sweet;rose,182.07316494,3
3314,COC1=C(C=CC(=C1)CC=C)O,floral;warm;spice;clove,164.083729624,4
3485,C(CC=O)CC=O,pungent;sweet,100.052429496,2
3516,COC1=CC=CC=C1OCC(CO)O,characteristic,198.089208928,1
3776,CC(C)O,pleasant;alcohol,60.057514876,2
3893,CCCCCCCCCCCC(=O)O,characteristic;oil,200.177630008,2
4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,garlic,330.036066958,1
4133,COC(=O)C1=CC=CC=C1O,characteristic,152.047344116,1
4162,CCC1(C(=O)C(CNC1=O)C)CC,characteristic,183.125928784,1
4837,C1CNCCN1,ammonia,86.08439831999999,1
5054,C1=CC(=CC(=C1)O)O,characteristic,110.036779432,1
5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,aromatic,182.99901402,1
5541,CC(=O)OCC(COC(=O)C)OC(=O)C,fat;fruit,218.079038168,2
5971,C=CCN=C=S,pungent,99.01427016,1
5988,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,characteristic;caramel,342.11621152399994,2
6050,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,buttery;fruit,302.172938552,2
6054,C1=CC=C(C=C1)CCO,characteristic;rose,122.07316494,2
6184,CCCCCC=O,green;characteristic;fruit;grass;aldehyde,100.088815004,5
6276,CCCCCO,characteristic,88.088815004,1
6341,CCN,ammonia,45.057849223999995,1
6343,CCS,garlic,62.019021192,1
6354,C1CO1,apple;ether;sweet,44.026214748,3
6363,CC(C)N,ammonia,59.073499287999994,1
6378,CC1CO1,alcohol;ether;sweet,58.041864812,3
6386,CC(C)(C)O,camphor,74.07316494,1
6405,CCC(C)(C)O,camphor;characteristic,88.088815004,2
6463,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,characteristic,228.078644244,1
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,berry;fruit,206.094294308,2
6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,herb;sweet,402.22536804799995,2
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,fruit,276.12090298000004,1
6544,CC1=CC(=O)CC(C1)(C)C,camphor,138.104465068,1
6549,CC(=CCCC(C)(C=C)O)C,lavender;lily;wood;fresh;camphor;floral;oil;bergamot;spice;terpentine,154.135765196,10
6558,CC(C)CN,fish,73.08914935199999,1
6560,CC(C)CO,alcohol;musk;oil;sweet;wine,74.07316494,5
6561,CC(C)C=O,pungent,72.057514876,1
6568,CCC(C)O,sweet;wine;pleasant,74.07316494,3
6569,CCC(=O)C,pungent;pleasant;sweet;mint,72.057514876,4
6584,CC(=O)OC,pleasant;fruit,74.036779432,2
6590,CC(C)C(=O)O,acid;pungent;buttery;fat,88.052429496,4
6616,CC1(C2CCC(C2)C1=C)C,citrus;green;pine;wood;camphor;cooling;mint;spice,136.125200512,8
6654,CC1=CCC2CC1C2(C)C,characteristic;pine,136.125200512,2
6658,CC(=C)C(=O)OC,sulfur;characteristic;fruit;sweet,100.052429496,4
